,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
1640,Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1994,2641,*2023,*1
1641,Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4151,5094,*2023,*1
1642,Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1052,1576,*2023,*1
1643,Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2122,2854,*2023,*1
1644,Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,594,729,*2023,*1
1645,Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),760,760,*2023,*1
1646,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4799,7461,*2023,*1
1647,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10904,13865,*2023,*1
1648,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,174P,174P,*2023,*1
1649,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1360,1476,*2023,*1
1650,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2876,3148,*2023,*1
1651,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1777,3116,*2023,*1
1652,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5043,5845,*2023,*1
1653,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1337,1877,*2023,*1
1654,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2293,3020,*2023,*1
1655,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,819,981,*2023,*1
1656,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),968,968,*2023,*1
1657,Indian Institute  of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,906,2790,*2023,*1
1658,Indian Institute  of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),8912,8912,*2023,*1
1659,Indian Institute  of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Gender-Neutral,694,694,*2023,*1
1660,Indian Institute  of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,1338,2504,*2023,*1
1661,Indian Institute  of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),6241,6241,*2023,*1
1662,Indian Institute  of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,300,300,*2023,*1
1663,Indian Institute  of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Female-only (including Supernumerary),3107,3107,*2023,*1
1664,Indian Institute  of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,1063,1063,*2023,*1
1665,Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1549,2258,*2023,*1
1666,Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2788,2979,*2023,*1
1667,Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,81,81,*2023,*1
1668,Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,270,352,*2023,*1
1669,Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),660,660,*2023,*1
1670,Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,585,1107,*2023,*1
1671,Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1941,1993,*2023,*1
1672,Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,460,731,*2023,*1
1673,Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1004,1004,*2023,*1
1674,Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,308,310,*2023,*1
1675,Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6522,8664,*2023,*1
1676,Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1780,14158,*2023,*1
1677,Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1265,1332,*2023,*1
1678,Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2947,2947,*2023,*1
1679,Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3045,3852,*2023,*1
1680,Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5786,6681,*2023,*1
1681,Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2008,2210,*2023,*1
1682,Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3272,3272,*2023,*1
1683,Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1017,1046,*2023,*1
1684,Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1490,1490,*2023,*1
1685,Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7799,10473,*2023,*1
1686,Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16633,17355,*2023,*1
1687,Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1543,1587,*2023,*1
1688,Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3336,3336,*2023,*1
1689,Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3619,3988,*2023,*1
1690,Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6497,6544,*2023,*1
1691,Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1686,2049,*2023,*1
1692,Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3330,3330,*2023,*1
1693,Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,661,694,*2023,*1
1694,Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),960,960,*2023,*1
1695,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1123,1534,*2023,*1
1696,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2015,2465,*2023,*1
1697,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,21,21,*2023,*1
1698,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,183,210,*2023,*1
1699,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),650,650,*2023,*1
1700,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,445,516,*2023,*1
1701,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1323,1457,*2023,*1
1702,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),83P,83P,*2023,*1
1703,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,275,335,*2023,*1
1704,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),666,666,*2023,*1
1705,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,157,205,*2023,*1
1706,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),348,348,*2023,*1
1707,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,1620,2096,*2023,*1
1708,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),3197,3197,*2023,*1
1709,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,227,227,*2023,*1
1710,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),1223,1223,*2023,*1
1711,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,575,702,*2023,*1
1712,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),2274,2274,*2023,*1
1713,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL (PwD),Gender-Neutral,67,67,*2023,*1
1714,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,290,452,*2023,*1
1715,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,252,252,*2023,*1
1716,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only (including Supernumerary),1003,1003,*2023,*1
1717,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2723,3846,*2023,*1
1718,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5245,6058,*2023,*1
1719,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,222P,222P,*2023,*1
1720,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,661,687,*2023,*1
1721,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1449,1449,*2023,*1
1722,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1559,2053,*2023,*1
1723,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3615,4136,*2023,*1
1724,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,939,1244,*2023,*1
1725,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2084,2084,*2023,*1
1726,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,500,530,*2023,*1
1727,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1147,1147,*2023,*1
1728,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,4011,4626,*2023,*1
1729,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),6776,6776,*2023,*1
1730,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,763,763,*2023,*1
1731,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),1911,1911,*2023,*1
1732,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2233,2271,*2023,*1
1733,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),4695,4695,*2023,*1
1734,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1278,1397,*2023,*1
1735,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,584,584,*2023,*1
1736,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only (including Supernumerary),1523,1523,*2023,*1
1737,Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9157,10907,*2023,*1
1738,Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14877,15607,*2023,*1
1739,Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1539,1864,*2023,*1
1740,Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3807,3807,*2023,*1
1741,Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4434,4645,*2023,*1
1742,Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7704,7704,*2023,*1
1743,Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2601,2706,*2023,*1
1744,Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3451,3451,*2023,*1
1745,Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1258,1323,*2023,*1
1746,Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),370P,370P,*2023,*1
1747,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4803,6851,*2023,*1
1748,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9859,12014,*2023,*1
1749,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1070,1113,*2023,*1
1750,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2025,2025,*2023,*1
1751,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2557,3110,*2023,*1
1752,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5922,6462,*2023,*1
1753,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1703,1769,*2023,*1
1754,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2669,2669,*2023,*1
1755,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,771,824,*2023,*1
1756,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1391,1391,*2023,*1
1757,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,6873,7778,*2023,*1
1758,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),15477,16196,*2023,*1
1759,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1443,1593,*2023,*1
1760,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),3251,3251,*2023,*1
1761,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2530,3492,*2023,*1
1762,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),7524,7524,*2023,*1
1763,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1829,1838,*2023,*1
1764,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),3073,3073,*2023,*1
1765,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,791,791,*2023,*1
1766,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1417,3313,*2023,*1
1767,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7289,8090,*2023,*1
1768,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,502,532,*2023,*1
1769,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1075,1075,*2023,*1
1770,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1112,1551,*2023,*1
1771,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2099,3153,*2023,*1
1772,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,68,68,*2023,*1
1773,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,604,891,*2023,*1
1774,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1520,1520,*2023,*1
1775,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,407,499,*2023,*1
1776,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),952,952,*2023,*1
1777,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,13736,14196,*2023,*1
1778,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),22347,22347,*2023,*1
1779,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,EWS,Gender-Neutral,2179,2179,*2023,*1
1780,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,5193,5204,*2023,*1
1781,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Gender-Neutral,2721,2721,*2023,*1
1782,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,ST,Gender-Neutral,1243,1243,*2023,*1
1783,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,10820,13135,*2023,*1
1784,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),21416,21416,*2023,*1
1785,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,EWS,Gender-Neutral,2146,2146,*2023,*1
1786,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4914,4916,*2023,*1
1787,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),7633,7633,*2023,*1
1788,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Gender-Neutral,2086,2523,*2023,*1
1789,Indian Institute  of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,2890,3322,*2023,*1
1790,Indian Institute  of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),7549,7549,*2023,*1
1791,Indian Institute  of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,EWS,Gender-Neutral,536,536,*2023,*1
1792,Indian Institute  of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,1117,1223,*2023,*1
1793,Indian Institute  of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Gender-Neutral,688,688,*2023,*1
1794,Indian Institute  of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Female-only (including Supernumerary),1629,1629,*2023,*1
1795,Indian Institute  of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,ST,Gender-Neutral,394,394,*2023,*1
1796,Indian Institute  of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,5829,6431,*2023,*1
1797,Indian Institute  of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),12450,12450,*2023,*1
1798,Indian Institute  of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,EWS,Gender-Neutral,949,949,*2023,*1
1799,Indian Institute  of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2286,2420,*2023,*1
1800,Indian Institute  of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),5209,5209,*2023,*1
1801,Indian Institute  of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Gender-Neutral,1205,1205,*2023,*1
