,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
713,Indian Institute  of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11835,13253,*2023,*1
714,Indian Institute  of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1010,1327,*2023,*1
715,Indian Institute  of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1860,2976,*2023,*1
716,Indian Institute  of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5776,5776,*2023,*1
717,Indian Institute  of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1441,1560,*2023,*1
718,Indian Institute  of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2262,2262,*2023,*1
719,Indian Institute  of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,992,992,*2023,*1
720,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3397,4514,*2023,*1
721,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),8448,8512,*2023,*1
722,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,93P,93P,*2023,*1
723,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,827,861,*2023,*1
724,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1632,1632,*2023,*1
725,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1853,2194,*2023,*1
726,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3695,3832,*2023,*1
727,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,91P,91P,*2023,*1
728,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,958,1208,*2023,*1
729,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2126,2126,*2023,*1
730,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,506,734,*2023,*1
731,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),604,604,*2023,*1
732,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,3012,4974,*2023,*1
733,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),8971,11076,*2023,*1
734,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1057,1095,*2023,*1
735,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2220,2747,*2023,*1
736,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),4344,4344,*2023,*1
737,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1209,1309,*2023,*1
738,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),2281,2281,*2023,*1
739,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,436,436,*2023,*1
740,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1348,9371,*2023,*1
741,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16050,16434,*2023,*1
742,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1350,1616,*2023,*1
743,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2832,2832,*2023,*1
744,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3684,3956,*2023,*1
745,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6642,6804,*2023,*1
746,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1893,2190,*2023,*1
747,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2903,2903,*2023,*1
748,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,903,1082,*2023,*1
749,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1107,1107,*2023,*1
750,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,9474,10542,*2023,*1
751,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),16210,18581,*2023,*1
752,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1637,1843,*2023,*1
753,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),3636,3636,*2023,*1
754,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4012,4526,*2023,*1
755,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),8241,8294,*2023,*1
756,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,2464,2556,*2023,*1
757,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),3413,3413,*2023,*1
758,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1162,1280,*2023,*1
759,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only (including Supernumerary),67P,67P,*2023,*1
760,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,9848,11971,*2023,*1
761,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),18510,19695,*2023,*1
762,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,1686,1994,*2023,*1
763,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,EWS,Female-only (including Supernumerary),3869,3869,*2023,*1
764,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,4834,5144,*2023,*1
765,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),7264,8169,*2023,*1
766,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,2801,2842,*2023,*1
767,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,SC,Female-only (including Supernumerary),3966,3966,*2023,*1
768,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1365,1384,*2023,*1
769,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,ST,Female-only (including Supernumerary),1644,1644,*2023,*1
770,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,13944,19542,*2023,*1
771,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,OPEN,Female-only (including Supernumerary),17836,21656,*2023,*1
772,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,OPEN (PwD),Gender-Neutral,256P,256P,*2023,*1
773,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,3202,3541,*2023,*1
774,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,EWS,Female-only (including Supernumerary),4579,4579,*2023,*1
775,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,5714,7288,*2023,*1
776,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Female-only (including Supernumerary),5979,8881,*2023,*1
777,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,2673,3306,*2023,*1
778,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,SC,Female-only (including Supernumerary),4121,4121,*2023,*1
779,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,1545,188P,*2023,*1
780,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,ST,Female-only (including Supernumerary),572P,572P,*2023,*1
781,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5696,7751,*2023,*1
782,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12174,13280,*2023,*1
783,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1358,1428,*2023,*1
784,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2612,2612,*2023,*1
785,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2801,3481,*2023,*1
786,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3530,3530,*2023,*1
787,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1818,2047,*2023,*1
788,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3215,3215,*2023,*1
789,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,828,1068,*2023,*1
790,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,2418,9237,*2023,*1
791,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),13489,15198,*2023,*1
792,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1527,1635,*2023,*1
793,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3498,3957,*2023,*1
794,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),7660,7660,*2023,*1
795,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1931,2321,*2023,*1
796,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),2865,2865,*2023,*1
797,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1143,1219,*2023,*1
798,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only (including Supernumerary),1505,1505,*2023,*1
799,Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2967,4605,*2023,*1
800,Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6790,8787,*2023,*1
801,Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,810,851,*2023,*1
802,Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1796,1796,*2023,*1
803,Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1905,2289,*2023,*1
804,Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4280,4577,*2023,*1
805,Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1022,1377,*2023,*1
